director,actor1Name,actor2Name,actor3Name,duration,contentRating,net_revenue,imdbScore
"Anton Corbijn","Sam Riley","Samantha Morton","Alexandra Maria Lara",122,R,-3628423,7.7
"James Cameron","Michael Biehn","Brian Thompson","Paul Winfield",107,R,31900000,8.1
"Wolfgang Becker","Florian Lukas","Chulpan Khamatova","Burghart Klaußner",121,R,-736141,7.7
"Tom Hooper","Stephen Graham","Mark Bazeley","Maurice Roëves",98,R,-9550442,7.6
"Dan O'Bannon","Linnea Quigley","Clu Gulager","Beverly Randolph",108,R,-4000000,7.3
,"Maria Pia Calzone","Fortunato Cerlino","Marco D'Amore",55,TV-MA,0,8.7
"Kevin Smith","Ethan Suplee","Jason Mewes","Joey Lauren Adams",123,R,-3877439,7.2
"Randal Kleiser","Olivia Newton-John","Stockard Channing","Sid Caesar",110,PG-13,175360000,7.2
"Oliver Stone","Johnny Depp","Tom Berenger","Kevin Dillon",120,R,131963328,8.1
"Michael Moore","Osama bin Laden","Stevie Wonder","Ricky Martin",122,R,113078393,7.5
"George Roy Hill","Katharine Ross","Ted Cassidy","Kenneth Mars",110,M,96308900,8.1
"Robert Stevenson","Ed Wynn","Glynis Johns","Elsa Lanchester",139,Approved,96300000,7.8
"Robert Redford","Adam Baldwin","Elizabeth McGovern","Judd Hirsch",124,R,48800000,7.8
"Frank Coraci","Jim Broadbent","Steve Coogan","Cécile De France",120,PG,-85995841,5.8
"Jerome Robbins","Rita Moreno","George Chakiris","Richard Beymer",152,Unrated,37650000,7.6
"Harold Ramis","Bill Murray","Rodney Dangerfield","Brian Doyle-Murray",98,R,33800000,7.4
"Gary Hardwick","Julie Benz","Tatyana Ali","Jenifer Lewis",106,R,21457409,6.3
"Rick Famuyiwa","Omar Epps","Tamala Jones","Richard T. Jones",106,R,19047631,6.9
"Bryan Singer","Kevin Spacey","Chazz Palminteri","Kevin Pollak",106,R,17272306,8.6
"Stephen Hopkins","Lisa Wilcox","Kelly Jo Minter","Matthew Borlenghi",89,X,14168359,5.1
"Walt Becker","Ryan Reynolds","Curtis Armstrong","Erik Estrada",94,R,15005329,6.4
"Darren Aronofsky","Mark Margolis","John D'Leo","Ajay Naidu",109,R,20236603,7.9
"King Vidor","Joseph Cotten","Lillian Gish","Jennifer Jones",144,Unrated,12400000,6.9
"Christopher Guest","John Michael Higgins","Catherine O'Hara","Michael McKean",90,PG-13,12621249,7.5
"John Carpenter","Donald Pleasence","Adrienne Barbeau","Tom Atkins",106,R,19244700,7.2
"Spike Lee","Tisha Campbell-Martin","Ossie Davis","Bill Nunn",121,R,8045844,5.8
"Fred Savage","Lochlyn Munro","Brian Doyle-Murray","Tamala Jones",89,PG,7235267,2.9
"Sammo Kam-Bo Hung","Sammo Kam-Bo Hung","Richard Norton","Rachel Blakely",86,PG-13,12674183,6.2
"Christopher Guest","Michael McKean","Christopher Guest","Laura Harris",91,PG-13,17508936,7.3
"Donald Petrie","Julia Roberts","Lili Taylor","Conchata Ferrell",104,R,6793213,6.2
,"Jim Broadbent","Tuppence Middleton","Lily James",0,TV-14,0,8.2
"Peter Howitt","Jeanne Tripplehorn","Kevin McNally","John Lynch",99,R,2883495,6.8
"Rusty Cundieff","Corbin Bernsen","Clarence Williams III","David Alan Grier",98,R,5797927,6.1
"Kevin Macdonald","David Oyelowo","Simon McBurney","Abby Mukiibi Nkaaga",121,R,11605861,7.7
"Dominique Othenin-Girard","Donald Pleasence","Tamara Glynn","Troy Evans",96,X,8642254,5.2
"Richard Linklater","Matthew McConaughey","Brandon Smith","Rick Dial",99,PG-13,4203192,6.8
"Jean-Jacques Mantello","Charlotte Rampling","Daryl Hannah",,42,,1518876,6.5
"Ed Harris","John Heard","Bud Cort","Amy Madigan",122,R,2596914,7
"Risa Bramon Garcia","Janeane Garofalo","Dave Chappelle","Gaby Hoffmann",101,R,851636,5.9
"Brian Klugman","J.K. Simmons","Bradley Cooper","Olivia Wilde",102,PG-13,5434867,7.1
"Matt Piedmont","Will Ferrell","Adrian Martinez","Luis E. Carazo",84,R,-104762,5.5
"Raymond De Felitta","Ezra Miller","Curtiss Cook","Dominik García-Lorido",104,PG-13,670712,7.4
"John Michael McDonagh","Don Cheadle","Fionnula Flanagan","Wale Ojo",96,R,-640226,7.3
"Deb Hagan","Drake Bell","Alona Tal","Haley Bennett",94,R,-1806081,4.6
"Sofia Coppola","Kirsten Dunst","Kathleen Turner","Scott Glenn",90,R,-1140525,7.2
"Mark Herman","Jim Broadbent","Annette Badland","Brenda Blethyn",97,R,4595000,7
"Zach Cregger","Hugh M. Hefner","Windell Middlebrooks","Raquel Alessi",90,R,-1457225,5.1
"Zach Braff","Jim Parsons","Josh Gad","Michael Weston",106,R,-2411568,6.7
"Mark Tarlov","Sarah Michelle Gellar","Dylan Baker","Lawrence Gilliard Jr.",96,PG-13,-1605064,5.3
,"Francis Capra","Jason Dohring","Enrico Colantoni",44,TV-14,0,8.4
"John Cameron Mitchell","John Cameron Mitchell","Miriam Shor","Andrea Martin",95,R,-2970919,7.8
"Sheldon Lettich","Antoni Corone","Ryan Bollman","Todd Susman",99,PG-13,-2726412,6.7
"Jon Knautz","Rachel Alig","Monda Scott","Alexis Kendra",93,,0,5.4
"Billy Ray","Hayden Christensen","Rosario Dawson","Cas Anvar",99,PG-13,-3792025,7.2
"David Atkins","Chelcie Ross","Lynne Thigpen","Polly Noonan",95,R,-3974762,5.8
"Patrick Stettner","Stockard Channing","Tony Devon","Frederick Weller",84,R,1028337,6.4
"Sam Peckinpah","William Holden","Warren Oates","L.Q. Jones",144,R,-6244087,8
"Jonathan Levine","Mary-Kate Olsen","Aaron Yoo","Method Man",99,R,-3922954,7
"Michael Crichton","Lesley-Anne Down","Michael Elphick","Pamela Salem",110,PG,-6000000,7
"Lynne Ramsay","Samantha Morton","Bryan Dick","Paul Popplewell",97,R,267194,6.7
"Sylvio Tabet","Michael Berryman","Kari Wuhrer","Marc Singer",107,PG-13,-5130675,3.8
"Rick Bieber","Aidan Quinn","Kendrick Cross","Sammy Nagi Njuguna",90,PG,-5600389,5.7
"Claude Chabrol","Benoît Magimel","Nathalie Baye","Mélanie Doutey",104,R,181798,6.6
"Shana Feste","Jennifer Ehle","Zoë Kravitz","Cara Seymour",96,R,-5884138,6.7
"Wayne Wang","Bingbing Li","Russell Wong","Ji-hyun Jun",104,PG-13,-4653497,6.1
"Joey Lauren Adams","Tim Blake Nelson","Diane Ladd","Ritchie Montgomery",97,R,-5882440,6.2
"Peter Cattaneo","James Nesbitt","Olivia Williams","Peter McNamara",107,PG-13,-5945394,6.2
"Fred Zinnemann","Meryl Streep","Jane Fonda","Vanessa Redgrave",117,PG,-7840000,7.4
"S.R. Bindler","Matthew McConaughey","Scott Glenn","Sarah Wright",85,R,-5963503,4.7
"Tony Kaye","Noam Chomsky","Pat Buchanan","Bill Baird",152,Unrated,23807,8.3
"Greg Marcks","Henry Thomas","Barbara Hershey","Shawn Hatosy",85,R,-6000000,7.2
"Perry Lang","Catherine Bell","Kevin Tighe","Tim Guinee",76,R,-8600000,5.8
"Jake Goldberger","Pruitt Taylor Vince","M. Emmet Walsh","Robert Wahlberg",87,R,0,5.9
"Stefan Ruzowitzky","Charlie Hunnam","Olivia Wilde","Sissy Spacek",95,R,-11934196,6.3
"Vic Sarin","Connie Nielsen","Aidan Quinn","John Bell",101,PG,-6000000,7.2
"William Kaufman","Drew Waters","Sean Cook","Cole Hauser",90,R,-6000000,5.4
,"Romola Garai","Blake Ritson","Rupert Evans",240,,0,8.2
"David Cronenberg","Debbie Harry","Leslie Carlson","Reiner Schwarz",89,R,-5952000,7.3
"Cédric Klapisch","Romain Duris","Cécile De France","Iddo Goldberg",111,R,-1404336,7.3
"Kate Barker-Froyland","Anne Hathaway","Shawn Parsons","Li Jun Li",86,PG-13,-5979800,5.8
"Barbet Schroeder","Ryan Gosling","Chris Penn","Agnes Bruckner",115,R,-18125131,6.1
"Martin Koolhoven","Yorick van Wageningen","Tygo Gernandt","Martijn Lakemeier",103,R,-3457140,7.1
"Charles Matthau","Billy Burke","Michael Jai White","Bill Duke",90,R,-6000000,6.5
"John Frankenheimer","Jeanne Moreau","Paul Scofield","Michel Simon",133,Unrated,-6700000,7.9
"Christopher M. Bessette","Mira Sorvino","John Billingsley","Trieu Tran",88,PG-13,15059,5.4
"Prachya Pinkaew","Jon Foo","Nathan Jones","Johnny Nguyen",111,R,-188094481,7.1
"Gary Sinyor","Sean Pertwee","Frank Finlay","Samuel West",94,R,69582,6.4
,"Simon Bird","Belinda Stewart-Wilson","James Buckley",25,TV-14,0,8.4
"Gurinder Chadha","Archie Panjabi","Parminder Nagra","Anupam Kher",112,PG-13,29041560,6.7
"John Sayles","Miguel Ferrer","Edie Falco","Timothy Hutton",141,PG-13,-2535644,6.9
"Preston A. Whitmore II","Wesley Jonathan","Wayne Brady","Eva Marcille",95,PG-13,1409668,2.1
"Ashish R. Mohan",Asin,"Mithun Chakraborty","Johnny Lever",141,"Not Rated",352684,4.3
"Jaume Balagueró","Jonathan D. Mellor","Pablo Rosso","Andrea Ros",85,R,-5572976,6.6
"Stewart Raffill","Kayla Jackson","Alexis Biesiada","Kayla Raparelli",105,PG,531806,3.4
"George Roy Hill","Eileen Brennan","Robert Shaw","Ray Walston",129,PG,154100000,8.3
"Hugh Hudson","Alice Krige","Ben Cross","John Gielgud",125,PG,53300000,7.2
"Darren Grant","Cicely Tyson","Kimberly Elise","Tamara Taylor",116,PG-13,44882128,5.6
"Scott Hicks","Noah Taylor","Armin Mueller-Stahl","Nicholas Bell",105,PG-13,30311509,7.7
"Joseph Gordon-Levitt","Joseph Gordon-Levitt","Scarlett Johansson","Tony Danza",90,R,21475193,6.6
"Clint Eastwood","Clint Eastwood","Richard Bull","John Hillerman",105,R,-5500000,7.6
"Terry Zwigoff","Scarlett Johansson","Steve Buscemi","T.J. Thyne",111,R,-799244,7.4
"Richard Eyre","Kate Winslet","Jim Broadbent","Kris Marshall",91,R,-4207881,7.1
"William Sachs","Stephen Macht","Avery Schreiber","Angelo Rossitto",95,R,0,3.4
"Christophe Barratier","Jean-Baptiste Maunier","François Berléand","Gérard Jugnot",97,PG-13,-1870242,7.9
"Émile Gaudreault","Paul Sorvino","Luke Kirby","Claudia Ferri",92,R,1239558,6.7
"James Cox","Alexis Dziena","Louis Lombardi","Franky G",104,R,-3943898,6.6
"Spike Lee","Ruby Dee","John Savage","Danny Aiello",120,R,21045445,7.9
"James Toback","Sarah Michelle Gellar","Eric Stoltz","Joey Lauren Adams",99,R,-5443993,4.9
"Aki Kaurismäki","Jean-Pierre Léaud","Kati Outinen","Jean-Pierre Darroussin",93,"Not Rated",-3238291,7.2
"Gaspar Noé","Philippe Nahon","Albert Dupontel","Jo Prestia",99,"Not Rated",753501,7.4
"Hitoshi Matsumoto","Lindsay Kay Hayward","Hitoshi Matsumoto","Shinobu Terajima",99,Unrated,-5477230,6.1
"Rakeysh Omprakash Mehra","Anupam Kher","Steven Mackintosh",Madhavan,157,"Not Rated",2197331,8.4
"Collin Schiffli","Kim Shaw","John Heard","David Dastmalchian",90,,0,6.2
"George Ratliff","Jim Gaffigan","Cree Kelly","Mike Eshaq",96,R,-8972555,5.3
"David Wain","Jon Hamm","Ken Marino","Ron Silver",96,R,-4483513,5
"Shane Meadows","Bob Hoskins","Paddy Considine","Shane Meadows",90,R,18434,7.7
"Morten Tyldum","Aksel Hennie","Synnøve Macody Lund","Julie R. Ølgaard",100,R,-29103248,7.6
"Jon Wright","Russell Tovey","Richard Coyle","Bronagh Gallagher",94,"Not Rated",-4000000,6.3
"Michael McGowan","Campbell Scott","Adam Butcher","Gordon Pinsent",98,PG-13,-5204874,7.6
"Liv Ullmann","Samantha Morton","Jessica Chastain","Colin Farrell",129,PG-13,-5500000,5.6
"Jeannot Szwarc","Teresa Wright","Bill Erwin","George Voskovec",103,PG,-5100000,7.3
"Rohan Sippy","Abhishek Bachchan","Bipasha Basu",Prateik,128,R,563699,6.2
"James Wan","Lin Shaye","Barbara Hershey","Leigh Whannell",106,PG-13,78574831,6.6
"Darren Lynn Bousman","Emmanuelle Vaugier","Tony Nappo","Shawnee Smith",95,R,83025093,6.6
"Dan Trachtenberg","Bradley Cooper","John Gallagher Jr.","Sumalee Montano",104,PG-13,56897215,7.3
"Jeff Tremaine","Bam Margera",Steve-O,"Chris Pontius",87,R,59267897,6.6
"David F. Sandberg","Billy Burke","Amiah Miller","Gabriel Bateman",81,PG-13,51636016,6.9
"Henry Joost","Johanna Braddy","Sprague Grayden","Christopher Nicholas Smith",94,R,99007828,5.8
"Stiles White","Lin Shaye","Shelley Hennig","Daren Kagasoff",89,PG-13,45820940,4.4
"Chuck Russell","John Saxon","Heather Langenkamp","Jennifer Rubin",88,X,40293200,6.6
"Joel Edgerton","Busy Philipps","Allison Tolman","Wendell Pierce",108,R,38771291,7.1
"Eugenio Derbez","Eugenio Derbez","Jessica Lindsey","Hugo Stiglitz",115,PG-13,39456509,7.6
"Henry Joost","Matt Shively","Brendon Eggertsen","Alisha Boe",96,R,48884821,4.6
"Henry Koster","Richard Burton","Jean Simmons","Victor Mature",135,Unrated,31000000,6.8
"Blake Edwards","Burt Kwouk","Herbert Lom","Catherine Schell",113,G,-5000000,7.1
"Rachel Talalay","Johnny Depp","Tom Arnold","Yaphet Kotto",93,R,26372293,4.9
"Patty Jenkins","Charlize Theron","Bruce Dern","Pruitt Taylor Vince",109,R,29968224,7.3
"Richard Fleischer","James Mason","Robert J. Wilke","Paul Lukas",127,Approved,-5000000,7.2
"Christopher Landon","Richard Cabral","Gloria Sandoval","Molly Ephraim",101,R,27453345,5
"David Lynch","Anthony Hopkins","Anne Bancroft","Dexter Fletcher",124,PG,-5000000,8.2
"Jean-Marc Vallée","Matthew McConaughey","Jennifer Garner","Denis O'Hare",117,R,22296514,8
"David Gelb","Olivia Wilde","Mark Duplass","Donald Glover",83,PG-13,22499043,5.2
"Christopher Nolan","Callum Rennie","Thomas Lennon","Jorja Fox",113,R,16530884,8.5
"Mike Flanagan","James Lafferty","Rory Cochrane","Garrett Ryan",104,R,22689474,6.5
"Kevin Smith","Ethan Suplee","Jason Mewes","Brian O'Halloran",97,R,19138847,7.4
"Stephen Daldry","Julie Walters","Gary Lewis","Jamie Draven",110,R,16994911,7.7
"Nat Faxon","Steve Carell","Liam James","Jim Rash",103,PG-13,16501098,7.4
"George Jackson","William Schallert","Tisha Campbell-Martin","Helen Martin",94,R,14281235,5.1
"George Miller","Tony Bonner","Jack Thompson","Tom Burlinson",102,PG,-3500000,7.3
"Maurice Joyce","Frank Welker","Constance Shulman","Alice Playten",77,G,14421271,5
"Robert Duvall","John Beasley","Todd Allen","June Carter Cash",134,PG-13,15733485,7.2
"Frank Perry","Faye Dunaway","Xander Berkeley","Diana Scarwid",129,R,-5000000,6.7
"Jesse Peretz","Zooey Deschanel","Adam Scott","Steve Coogan",90,R,19809547,6.4
"Stephen Hopkins","William Hurt","Tony Curran","David Kross",134,PG-13,19097994,7.1
"Ice Cube","Bernie Mac","Monica Calhoun","Chrystale Wilson",104,R,18531390,5.6
"Tim Blake Nelson","Mekhi Phifer","Andrew Keegan","John Heard",95,R,11017403,6.2
"John Erick Dowdle","Ben Feldman","Edwin Hodge","Perdita Weeks",93,R,16197315,6.1
"Bille Woodruff","Boris Kodjoe","Cameron Mills","Sharon Leal",106,R,12382982,5.2
"Kasi Lemmons","Jurnee Smollett-Bell","Lynn Whitfield","Diahann Carroll",109,R,8821531,7.3
"Richard Glatzer","Kristen Stewart","Hunter Parrish","Seth Gilliam",101,PG-13,13656400,7.5
"Michael Curtiz","Gene Tierney","Peter Ustinov","Jean Simmons",139,Approved,-5000000,6.6
"Bruce Malmuth","Sylvester Stallone","Lindsay Wagner","Persis Khambatta",99,R,-5000000,6.4
"Rob Hedden","Kane Hodder","Peter Mark Richman","Scott Reeves",100,R,9343976,4.5
"Joel Zwick","Nia Vardalos","Louis Mandylor","Lainie Kazan",95,PG,236437427,6.6
"Harmony Korine","James Franco","Heather Morris","Rachel Korine",94,R,9123773,5.3
"Joe Chappelle","Donald Pleasence","Kim Darby","Mitchell Ryan",93,R,10126948,4.9
"Alfonso Cuarón","Maribel Verdú","Daniel Giménez Cacho","María Aura",106,R,11622333,7.7
"Edgar Wright","Peter Serafinowicz","Dylan Moran","Rafe Spall",99,R,9464388,8
"Mickey Liddell","Jessica Lowndes","Randy Wayne","Haley Bennett",82,PG-13,8350177,3.8
"John Sayles","Matthew McConaughey","Clifton James","Miriam Colon",135,R,8269963,7.6
"Dwight H. Little","Donald Pleasence","Kathleen Kinmont","Ellie Cornell",88,R,12768000,5.9
"Fred Walton","Thomas F. Wilson","Deborah Foreman","Clayton Rohner",89,R,7947763,6.2
"Barry Levinson","Steve Guttenberg","Daniel Stern","Ellen Barkin",110,R,9100000,7.2
"Steve Carver","David Carradine","William Sanderson","Robert Beltran",107,PG,7200000,6.3
"Gonzalo López-Gallego","Warren Christie","Ryan Robbins","Andrew Airlie",86,PG-13,12683670,5.2
"Christine Jeffs","Clifton Collins Jr.","Mary Lynn Rajskub","Paul Dooley",91,R,4055108,6.9
"John Erick Dowdle","Sterling Jerins","Claire Geare","Sahajak Boonthanakit",103,R,22285953,6.8
"Don Coscarelli","Vanna Bonta","John Amos","Rip Torn",90,PG,-8000000,6.2
"King Vidor","Gina Lollobrigida","George Sanders","Finlay Currie",141,,-5000000,6.2
"Michael Tiddes","Fred Willard","Mike Epps","Russell Peters",92,R,6675178,3.5
"Bill Duke","Eddie Cibrian","Jenifer Lewis","Wood Harris",99,PG-13,2572742,6.1
"Frank Borzage","Gary Cooper","Helen Hayes","Adolphe Menjou",79,Unrated,-800000,6.6
"Bille Woodruff","Donald Faison","Brandy Norwood","Lauren London",96,R,4658370,4.5
"Mamoru Hosoda","Lara Jill Miller","Colleen O'Shaughnessey","Mona Marshall",82,PG,4628751,5.9
"Brian Dannelly","Macaulay Culkin","Patrick Fugit","Eva Amurri Martino",92,PG-13,3786715,6.9
"Denys Arcand","Marie-Josée Croze","Stéphane Rousseau","Marina Hands",112,R,-2567658,7.7
"Richard Lester","Robert Shaw","Denholm Elliott","Nicol Williamson",106,PG,-5000000,6.6
"J.S. Cardone","Brendan Fehr","Kerr Smith","Izabella Miko",90,R,1755271,5.3
"Guy Hamilton","Harrison Ford","Carl Weathers","Franco Nero",126,PG,-5000000,6.3
"Jay Levey","Fran Drescher","Gedde Watanabe","Michael Richards",150,PG-13,1157157,7
"Nicholaus Goossen","Linda Cardellini","Joel David Moore","Shirley Jones",90,R,6088249,7
"Tamara Jenkins","Natasha Lyonne","Kevin Corrigan","Jessica Walter",91,R,480318,6.6
"Sergio Leone","Claudia Cardinale","Woody Strode","Jack Elam",145,PG-13,-5000000,8.6
"Jon Favreau","Jon Favreau","Faizon Love","Jonathan Silverman",95,R,308707,6.4
"Duncan Jones","Kevin Spacey","Matt Berry","Benedict Wong",97,R,9677,7.9
"Scott Marshall","Miranda Cosgrove","Jami Gertz","Carter Jenkins",90,PG-13,4328294,5.4
"Ronan Chapalain","Norbert Ferrer","Guillaume Denaiffe","Chloe Hollings",41,,-925977,6.9
"Atom Egoyan","Bruce Greenwood","Sarah Polley","Simon Baker",112,R,-693303,7.7
"Xavier Beauvois","Lambert Wilson","Michael Lonsdale","Olivier Rabourdin",122,PG-13,-49971,7.2
"Randall Miller","Alan Rickman","Freddy Rodríguez","Greg Collins",110,PG-13,-959412,6.8
"Jerry Belson","Cassandra Peterson","Tim Thomerson","Bess Armstrong",87,R,-5000000,6.2
"Peter Jackson","Kate Winslet","Jed Brophy","Liz Mullane",108,R,-1950865,7.4
"Michael Polish","Hayden Christensen","Bobby Batson","Cynthia Barrett",121,PG-13,-299639,4.6
"Dan Rush","Will Ferrell","Scott Takeda","Stephen Root",97,R,-2288790,6.4
"Jake Kasdan","Kim Dickens","Ryan O'Neal","Angela Featherstone",116,R,-3019662,7
"Brad Anderson","Christian Bale","Jennifer Jason Leigh","Reg E. Cathey",94,R,-3917956,7.7
"Paul Schrader","Dana Delany","Jane Adams","David Clennon",103,R,-3900000,6.8
"Michael Cuesta","Jeremy Renner","Paz Vega","Robert Pralgo",112,R,-2554354,7
"John Cameron Mitchell","Dianne Wiest","Jon Tenney","Tammy Blanchard",91,PG-13,-2778191,7
"Fenton Bailey","Macaulay Culkin","Mia Kirshner","Marilyn Manson",98,R,-4703335,6.3
"Jeremy Saulnier","Alia Shawkat","Mark Webber","Joe Cole",95,R,-1780971,7.1
"Billy Kent","Liza Minnelli","Tim Russ","Winter Ave Zoli",88,R,-5000000,5.6
"James Manera","Joaquim de Almeida","Greg Germann","Kristoffer Polaha",99,PG-13,-4169790,4.4
"Wes Anderson","Andrew Wilson","Darryl Cox","Lumi Cavazos",91,R,-5959121,7.1
"Kevin Spacey","Viggo Mortensen","Joe Mantegna","Faye Dunaway",97,R,-4673692,6.1
"Feroz Abbas Khan","Akshaye Khanna","Bhoomika Chawla","Darshan Jariwala",136,,240425,7.4
"Errol Morris","Jeffrey Frost","Megan Ambuhl Graner","Ken Davis",118,R,228830,7.5
"Dennis Hopper","Raymond Burr","Don Gordon","Jim Byrnes",94,R,-2200000,7.2
"Eli Craig","Katrina Bowden","Tyler Labine","Chelan Simmons",89,R,223615,7.6
"Nicholas Fackler","Adam Scott","Ellen Burstyn","Martin Landau",90,PG,-4875280,7.3
"Richard Wallace","Judith Anderson","Paul Fix","Laraine Day",95,Approved,-3209000,6.2
"Morgan J. Freeman","Ethan Suplee","John Heard","Sara Gilbert",90,R,-1900853,6.2
"Matthew Hastings","Meghan Ory","Marc Trottier","Corey Sevier",95,R,-5000000,4.6
"M. Night Shyamalan","Ocean James","Patch Darragh","Olivia DeJonge",94,PG-13,60069140,6.2
"Brian De Palma","Mike Figueroa","Daniel Stewart Sherman","Kel O'Neill",90,R,-4934913,6.2
"Klaus Menzel","Adam Garcia","Jacqueline Bisset","Alice Evans",103,R,-4983934,3.3
,"Holly Hunter","Dylan Minnette","Bokeem Woodbine",60,TV-MA,0,7.5
"Oren Peli","Glenn Campbell","Sandra Staggs","Jelena Nik",91,R,-5000000,4.2
"Jaume Balagueró","Luis Tosar","Tony Corvillo","Marta Etura",102,"Not Rated",-5000000,7.2
"Paul Andrew Williams","Dave Legeno","Doug Bradley","Georgia Groome",92,Unrated,-2500000,6.2
"Stephen Herek","Henry Ian Cusick","Callum Blue","Shenae Grimes-Beech",87,R,-5000000,6.1
"Bob Saget","Alyson Hannigan","John Stamos","Jim Belushi",80,R,0,4.2
"Jim Amatulli","Heather Locklear","Patricia Neal","Katie Leclerc",90,PG-13,0,4.5
,"Corbin Bernsen","Dulé Hill","Timothy Omundson",44,TV-PG,0,8.4
"William H. Macy","Billy Crudup","Felicity Huffman","David Adam Flannery",105,R,-4962560,7.5
"Barrett Esposito","Chazz Palminteri","Cyndi Lauper","Danny Aiello",67,PG,-10000000,6.7
"Mitch Davis","Gary Cole","Jon Heder","Cheryl Hines",95,PG,0,5.1
"Eric Bross","Teri Polo","Esai Morales","Nicholas Gonzalez",87,TV-PG,-5000000,5.5
"Paul Schrader","Nicolas Cage","Irène Jacob","Tomiwa Edun",94,R,-5000000,4.4
"Vicky Jewson","James Frain","Sofia Black-D'Elia","Lisa Kay",109,R,-5000000,4.4
"Peter Hyams","David Huddleston","Sam Waterston","Hal Holbrook",130,PG,-5000000,6.8
"Marc Bennett","Michael Rapaport","Natasha Henstridge","Costas Mandylor",0,,-5000000,6.7
"Mike Mayhall","David Raizor","Cody Howard","Martin Kove",88,,-5000000,8.6
"Kevin Smith","Johnny Depp","Haley Joel Osment","Natasha Lyonne",88,PG-13,-5000000,4.8
"Stanton Barrett","Mikal Vega","Michael Dudikoff","Ed Quinn",97,,0,3.4
"Jirí Menzel","Julia Jentsch","Ivan Barnev","Milan Lasica",113,R,-83832772,7.4
"Fatih Akin","Udo Kier","Moritz Bleibtreu","Birol Ünel",99,,-3725615,7.3
"Billy Bob Thornton","Robert Duvall","Dwight Yoakam","J.T. Walsh",148,R,23585416,8
"Nick Murphy","Isaac Hempstead Wright","Imelda Staunton","Joseph Mawle",107,R,-3000000,6.5
"Eli Roth","Jay Hernandez","Takashi Miike","Rick Hoffman",93,R,42477326,5.9
"Michael Winterbottom","Steve Coogan","Shirley Henderson","Dylan Moran",94,R,-1552547,6.8
"Jeff Nichols","Katy Mixon","Shea Whigham","Robert Longstreet",121,R,-3270031,7.4
"Frank LaLoggia","Alex Rocco","Lukas Haas","Katherine Helmond",118,R,-2994861,6.7
"Jeremy Brock","Rupert Grint","Julie Walters","Tamsin Egerton",98,PG-13,238774,6.8
"Scott Foley","Donald Faison","Greg Grunberg","Dagmara Dominczyk",82,Unrated,-5000000,5.4
"Tobe Hooper","Bill Johnson","Lou Perryman","Jim Siedow",101,X,3325872,5.5
"Sam Peckinpah","James Coburn","Bob Dylan","Jason Robards",106,R,-4638783,7.4
"Nicolas Winding Refn","Ryan Gosling","Kristin Scott Thomas","Yayaying Rhatha Phongam",90,R,-4021435,5.7
"Christophe Ali","Denis Lavant","Isild Le Besco","Emmanuelle Bercot",79,,0,5.4
"Gabriela Tagliavini","Maria Conchita Alonso","Kate del Castillo","Camryn Manheim",87,R,-4700000,3.2
Shekar,Bhama,Diganth,"Dileep Raj",0,,0,7.1
"Shona Auerbach","Gerard Butler","Sharon Small","Jack McElhone",105,PG-13,1340891,7.8
"Leonard Farlinger","Keith Carradine","Gary Farmer","Stephen McHattie",89,R,-5000000,5.3
"Michel Leclerc","Sara Forestier","Jacques Gamblin","Zinedine Soualem",100,R,-4086164,7.2
"Analeine Cal y Mayor","Zoë Kravitz","Douglas Smith","Kim Ly",92,,-4700000,6.2
"Tom Kalin","Eddie Redmayne","Elena Anaya","Stephen Dillane",97,"Not Rated",-4165583,5.9
"Robert Sarkies","William Kircher","Matthew Sunderland","Paul Glover",100,,728,7.3
"Hugh Wilson","Steve Guttenberg","Bubba Smith","Michael Winslow",96,R,76700000,6.7
"Randal Kleiser","Brooke Shields","Christopher Atkins","Leo McKern",104,R,-4500000,5.7
"Mike Newell","Kristin Scott Thomas","James Fleet","Simon Callow",117,R,48200832,7.1
"Amy Heckerling","Jennifer Jason Leigh","Judge Reinhold","Vincent Schiavelli",90,X,-4500000,7.2
"John Huston","Royal Dano","Richard Basehart","James Robertson Justice",115,Unrated,-4500000,7.4
"Spike Lee","Philip Seymour Hoffman","Rosario Dawson","Aaron Stanford",108,R,-1939157,7.7
,"Dan Fogler","Indiana Evans","KaDee Strickland",43,,0,7.7
"Lana Wachowski","Christopher Meloni","Kevin Michael Richardson","Peter Spellos",109,R,-701468,7.4
"Darren Aronofsky","Ellen Burstyn","Mark Margolis","Louise Lasser",102,R,-890722,8.4
"Walter Lang","Dana Andrews","Jeanne Crain","Frank McHugh",100,Approved,0,7.1
"Carlos Saura","Mía Maestro","Juan Luis Galiardo","Miguel Ángel Solá",115,PG-13,-698312689,7.2
"Oliver Stone","Jim Belushi","John Savage","Juan Fernández",122,R,-4500000,7.5
"Andrew Erwin","Alex Kendrick","Sarah Drew","Patricia Heaton",98,PG,5429707,5.4
"Richard Kelly","Jake Gyllenhaal","Mary McDonnell","James Duval",133,R,-3772117,8.1
"Beto Gómez","Jaime Camil","Gerardo Taracena","Joaquín Cosio",105,PG-13,1391770,6
"Mike van Diem","Jan Decleir","Fedja van Huêt","Hans Kesting",122,R,-3786587,7.8
"Jonas Åkerlund","Patrick Fugit","Nicholas Gonzalez","Debbie Harry",106,R,-1589759,6.8
"Todd Solondz","Rich Pecci","Shirley Henderson","Charlotte Rampling",98,R,278821,6.5
"Chan-wook Park","Min-sik Choi","Yeong-ae Lee","Hye-jeong Kang",112,R,-2147271980,7.7
